Name,LB,SMI,Atomic_Symbol,DFT_BF3_Affinity,Atomic_Number,Degree,Free_SASA,Atomic_Charge,Radial_Charge_1,Radial_Charge_2,Radial_Charge_3,Radial_Charge_4,Radial_Charge_5,Radial_Charge_6,Radial_Charge_7,Radial_Charge_8,Radial_Charge_9,nBase,nAromAtom,nAromBond,nAtom,nHeavyAtom,nHetero,nH,nC,nN,nO,nS,nP,nF,nCl,nBr,nX,nBonds,nBondsO,nBondsS,nBondsD,nBondsT,nBondsA,nBondsM,nBondsKS,nBondsKD,C1SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,FCSP3,SZ,Sm,Sv,Sse,Spe,Sare,Sp,Si,MZ,Mm,Mv,Mse,Mpe,Mare,Mp,Mi,fragCpx,fMF,nHBAcc,nHBDon,apol,bpol,nRing,n5Ring,n6Ring,nHRing,n5HRing,n6HRing,naRing,n6aRing,naHRing,n6aHRing,nARing,n5ARing,n6ARing,nAHRing,n5AHRing,n6AHRing,nFRing,nFARing,nRot,RotRatio,SLogP,SMR,Vabc,MW,AMW,Exp_BF3_Affinity
65_N1,65,CCCCC#N,N,54.4049235,7,1,17.37427241,-0.19835,-0.13622,-0.10117,-0.05675,-0.05657,-0.06911,0,0,0,0,0,0,0,15,6,1,9,5,1,0,0,0,0,0,0,0,14,5,13,0,1,0,1,13,0,1,0,0,0,1,3,0,0,0.8,7.666666667,6.921488635,8.196188683,14.65841224,13.95686275,14.148,9.252177844,17.15954166,0.511111111,0.461432576,0.546412579,0.977227482,0.930457516,0.9432,0.616811856,1.143969444,5.01,0,1,0,15.451137,9.598863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,1.70018,25.138,100.7602278,83.07349929,5.538233286,60.75
66_N1,66,CC(C)(C)C#N,N,56.108873,7,1,17.43216094,-0.19776,-0.12971,-0.08072,-0.2217,0,0,0,0,0,0,0,0,0,15,6,1,9,5,1,0,0,0,0,0,0,0,14,5,13,0,1,0,1,13,0,1,0,0,0,3,0,0,1,0.8,7.666666667,6.921488635,8.196188683,14.65841224,13.95686275,14.148,9.252177844,17.15954166,0.511111111,0.461432576,0.546412579,0.977227482,0.930457516,0.9432,0.616811856,1.143969444,5.01,0,1,0,15.451137,9.598863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.55608,25.068,100.7602278,83.07349929,5.538233286,60.92
67_N1,67,CCC#N,N,53.535883,7,1,17.45640543,-0.19836,-0.13652,-0.1043,-0.07223,0,0,0,0,0,0,0,0,0,9,4,1,5,3,1,0,0,0,0,0,0,0,8,3,7,0,1,0,1,7,0,1,0,0,0,1,1,0,0,0.666666667,5,4.585796353,5.112533076,8.882738529,8.505882353,8.628,5.655068862,10.32896237,0.555555556,0.509532928,0.568059231,0.986970948,0.945098039,0.958666667,0.628340985,1.147662486,3.01,0,1,0,9.443965,5.586035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91998,15.904,66.16825732,55.04219916,6.115799907,60.95
68_N1,68,C1CCC(CC1)C#N,N,56.3845505,7,1,17.39610764,-0.19804,-0.13251,-0.08618,-0.11472,-0.10688,-0.05331,0,0,0,0,0,0,0,19,8,1,11,7,1,0,0,0,0,0,0,0,19,8,18,0,1,0,1,18,0,1,0,0,0,0,5,1,0,0.857142857,10,9.089334776,10.73801649,18.54624909,17.68235294,17.908,12.05073234,21.57483131,0.526315789,0.478386041,0.565158762,0.976118373,0.930650155,0.942526316,0.63424907,1.135517437,8.01,0.315789474,1,0,20.124723,11.605277,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2.09028,32.188,122.9957393,109.0891494,5.741534176,61.16
69_N1,69,CCCC#N,N,54.071485,7,1,17.43621247,-0.19835,-0.13623,-0.10144,-0.05964,-0.06921,0,0,0,0,0,0,0,0,12,5,1,7,4,1,0,0,0,0,0,0,0,11,4,10,0,1,0,1,10,0,1,0,0,0,1,2,0,0,0.75,6.333333333,5.753642494,6.654360879,11.77057538,11.23137255,11.388,7.453623353,13.74425202,0.527777778,0.479470208,0.554530073,0.980881282,0.935947712,0.949,0.621135279,1.145354335,4.01,0,1,0,12.447551,7.592449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,1.31008,20.521,83.46424255,69.05784922,5.754820769,61.18
70_N1,70,C1CC1C#N,N,56.597216,7,1,17.32813609,-0.19804,-0.13251,-0.08609,-0.11213,0,0,0,0,0,0,0,0,0,10,5,1,5,4,1,0,0,0,0,0,0,0,10,5,9,0,1,0,1,9,0,1,0,0,0,0,2,1,0,0.75,6,5.585796353,6.112533076,9.882738529,9.505882353,9.628,6.655068862,11.32896237,0.6,0.558579635,0.611253308,0.988273853,0.950588235,0.9628,0.665506886,1.132896237,5.01,0.3,1,0,11.113965,5.586035,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.91998,18.337,71.1077836,67.04219916,6.704219916,63.17
71_N1,71,CN(C)C#N,N,40.098574,7,3,5.134645954,-0.31675,-0.10589,0,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,2,0,0,0,0,0,0,0,10,4,9,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0.666666667,6.333333333,5.835900425,6.141410543,10.98980335,10.56078431,10.736,6.713028743,12.82734545,0.575757576,0.530536402,0.558310049,0.999073032,0.960071301,0.976,0.61027534,1.166122314,4.02,0,2,0,11.210758,8.299242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02908,19.3,77.16501792,70.05309819,6.368463472,77.23
71_N2,71,CN(C)C#N,N,71.804112,7,1,17.32639997,-0.17276,0.00549,-0.31127,-0.27866,0,0,0,0,0,0,0,0,0,11,5,2,6,3,2,0,0,0,0,0,0,0,10,4,9,0,1,0,1,9,0,0,0,0,0,0,0,0,0,0.666666667,6.333333333,5.835900425,6.141410543,10.98980335,10.56078431,10.736,6.713028743,12.82734545,0.575757576,0.530536402,0.558310049,0.999073032,0.960071301,0.976,0.61027534,1.166122314,4.02,0,2,0,11.210758,8.299242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02908,19.3,77.16501792,70.05309819,6.368463472,77.23
72_N1,72,C1CCN(CC1)C#N,N,35.0444865,7,3,5.29614307,-0.31064,-0.07603,-0.11766,-0.05357,0,0,0,0,0,0,0,0,0,18,8,2,10,6,2,0,0,0,0,0,0,0,18,8,17,0,1,0,1,17,0,0,0,0,0,2,3,0,0,0.833333333,10,9.171592707,10.22506615,17.76547706,17.01176471,17.256,11.31013772,20.65792474,0.555555556,0.509532928,0.568059231,0.986970948,0.945098039,0.958666667,0.628340985,1.147662486,8.02,0.333333333,2,0,18.88793,12.31207,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.95338,31.037,116.6965146,110.0843983,6.115799907,78.15
72_N2,72,C1CCN(CC1)C#N,N,74.8313135,7,1,17.4192872,-0.17274,0.00605,-0.30459,-0.24877,-0.11766,-0.05357,0,0,0,0,0,0,0,18,8,2,10,6,2,0,0,0,0,0,0,0,18,8,17,0,1,0,1,17,0,0,0,0,0,2,3,0,0,0.833333333,10,9.171592707,10.22506615,17.76547706,17.01176471,17.256,11.31013772,20.65792474,0.555555556,0.509532928,0.568059231,0.986970948,0.945098039,0.958666667,0.628340985,1.147662486,8.02,0.333333333,2,0,18.88793,12.31207,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.95338,31.037,116.6965146,110.0843983,6.115799907,78.15
73_O1,73,CCOCCC#N,O,58.225026,8,2,10.38416015,-0.38067,-0.27734,-0.03217,0.19826,0,0,0,0,0,0,0,0,0,16,7,2,9,5,1,1,0,0,0,0,0,0,15,6,14,0,1,0,1,14,0,1,0,0,0,3,1,0,0,0.8,9,8.253517609,8.910987788,15.98907502,15.30588235,15.548,9.732417365,18.36892774,0.5625,0.515844851,0.556936737,0.999317189,0.956617647,0.97175,0.608276085,1.148057984,6.02,0,2,0,16.253137,11.334863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.93658,26.723,109.5504547,99.06841391,6.191775869,64.79
73_N1,73,CCOCCC#N,N,51.0337815,7,1,17.407166,-0.19826,-0.13371,-0.07518,0.07411,-0.19108,-0.14731,-0.07615,0,0,0,0,0,0,16,7,2,9,5,1,1,0,0,0,0,0,0,15,6,14,0,1,0,1,14,0,1,0,0,0,3,1,0,0,0.8,9,8.253517609,8.910987788,15.98907502,15.30588235,15.548,9.732417365,18.36892774,0.5625,0.515844851,0.556936737,0.999317189,0.956617647,0.97175,0.608276085,1.148057984,6.02,0,2,0,16.253137,11.334863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.5,0.93658,26.723,109.5504547,99.06841391,6.191775869,64.79
74_O1,74,C1COCO1,O,67.209487,8,2,11.20072919,-0.35304,-0.13361,-0.11844,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,11,5,11,0,0,0,0,11,0,0,0,0,0,2,0,0,0,1,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,5.02,0.454545455,2,0,10.614758,9.491242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,-0.0093,16.771,65.66840957,74.03677943,6.730616312,68.63
74_O2,74,C1COCO1,O,66.196044,8,2,11.07670154,-0.35304,-0.13361,-0.11844,0,0,0,0,0,0,0,0,0,0,11,5,2,6,3,0,2,0,0,0,0,0,0,11,5,11,0,0,0,0,11,0,0,0,0,0,2,0,0,0,1,6.666666667,6.16759637,6.05508162,11.32483613,10.8745098,11.08,6.356142515,12.66464108,0.606060606,0.560690579,0.550461965,1.029530557,0.9885918,1.007272727,0.577831138,1.151331008,5.02,0.454545455,2,0,10.614758,9.491242,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,-0.0093,16.771,65.66840957,74.03677943,6.730616312,68.63
75_O1,75,C1COCCO1,O,74.7525485,8,2,10.56900078,-0.37667,-0.23644,0.14023,0,0,0,0,0,0,0,0,0,0,14,6,2,8,4,0,2,0,0,0,0,0,0,14,6,14,0,0,0,0,14,0,0,0,0,0,4,0,0,0,1,8,7.335442511,7.596909424,14.21267298,13.6,13.84,8.154697006,16.07993073,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,6.02,0.428571429,2,0,13.618344,11.497656,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0332,21.638,82.9643948,88.0524295,6.28945925,74.09
75_O2,75,C1COCCO1,O,74.881198,8,2,10.52797317,-0.37667,-0.23644,0.14023,0,0,0,0,0,0,0,0,0,0,14,6,2,8,4,0,2,0,0,0,0,0,0,14,6,14,0,0,0,0,14,0,0,0,0,0,4,0,0,0,1,8,7.335442511,7.596909424,14.21267298,13.6,13.84,8.154697006,16.07993073,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,6.02,0.428571429,2,0,13.618344,11.497656,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0.0332,21.638,82.9643948,88.0524295,6.28945925,74.09
76_O1,76,COCCOC,O,68.438221,8,2,10.74454135,-0.3823,-0.27712,0.0696,-0.19451,-0.15894,0,0,0,0,0,0,0,0,16,6,2,10,4,0,2,0,0,0,0,0,0,15,5,15,0,0,0,0,15,0,0,0,0,0,2,0,0,0,1,8.333333333,7.503288652,8.138737228,16.10050983,15.3254902,15.6,8.953251497,18.49522038,0.520833333,0.468955541,0.508671077,1.006281865,0.957843137,0.975,0.559578219,1.155951274,5.02,0,2,0,14.95193,13.50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.2792,23.752,95.32085375,90.06807956,5.629254973,74.67
76_O2,76,COCCOC,O,74.482122,8,2,10.74446114,-0.3823,-0.27712,0.0696,-0.19451,-0.15894,0,0,0,0,0,0,0,0,16,6,2,10,4,0,2,0,0,0,0,0,0,15,5,15,0,0,0,0,15,0,0,0,0,0,2,0,0,0,1,8.333333333,7.503288652,8.138737228,16.10050983,15.3254902,15.6,8.953251497,18.49522038,0.520833333,0.468955541,0.508671077,1.006281865,0.957843137,0.975,0.559578219,1.155951274,5.02,0,2,0,14.95193,13.50407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.6,0.2792,23.752,95.32085375,90.06807956,5.629254973,74.67
77_O1,77,CC(C)OC(C)C,O,63.3263725,8,2,10.25016631,-0.37614,-0.27177,-0.30803,0,0,0,0,0,0,0,0,0,0,21,7,1,14,6,0,1,0,0,0,0,0,0,20,6,20,0,0,0,0,20,0,0,0,0,0,4,2,0,0,1,9.666666667,8.506951961,10.50759373,20.54552076,19.42745098,19.72,12.07012096,24.11641359,0.46031746,0.405092951,0.500361606,0.978358131,0.925116713,0.939047619,0.574767665,1.148400647,6.01,0,1,0,20.157102,15.780898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.333333333,1.8198,31.357,121.1225972,102.1044651,4.862117384,76.61
78_O1,78,CCCCOCCCC,O,85.819031,8,2,10.1838654,-0.38145,-0.28837,-0.12148,-0.11345,-0.13822,0,0,0,0,0,0,0,0,27,9,1,18,8,0,1,0,0,0,0,0,0,26,8,26,0,0,0,0,26,0,0,0,0,0,4,4,0,0,1,12.33333333,10.84264424,13.59124934,26.32119446,24.87843137,25.24,15.66722994,30.94699289,0.456790123,0.401579416,0.503379605,0.974859054,0.921423384,0.934814815,0.580267776,1.146184922,8.01,0,1,0,26.164274,19.793726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0.75,2.6032,40.635,155.7145677,130.1357652,4.819843155,78.57
79_O1,79,CCOCC,O,81.4580755,8,2,10.47887771,-0.38203,-0.29461,-0.1523,0,0,0,0,0,0,0,0,0,0,15,5,1,10,4,0,1,0,0,0,0,0,0,14,4,14,0,0,0,0,14,0,0,0,0,0,4,0,0,0,1,7,6.171259679,7.423938123,14.76984705,13.97647059,14.2,8.473011976,17.2858343,0.466666667,0.411417312,0.494929208,0.98465647,0.931764706,0.946666667,0.564867465,1.152388954,4.01,0,1,0,14.14993,11.76807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.5,1.0428,22.167,86.53062679,74.07316494,4.938210996,78.77
80_O1,80,CCCOCCC,O,77.333415,8,2,9.969583964,-0.38147,-0.28889,-0.12724,-0.13872,0,0,0,0,0,0,0,0,0,21,7,1,14,6,0,1,0,0,0,0,0,0,20,6,20,0,0,0,0,20,0,0,0,0,0,4,2,0,0,1,9.666666667,8.506951961,10.50759373,20.54552076,19.42745098,19.72,12.07012096,24.11641359,0.46031746,0.405092951,0.500361606,0.978358131,0.925116713,0.939047619,0.574767665,1.148400647,6.01,0,1,0,20.157102,15.780898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.666666667,1.823,31.401,121.1225972,102.1044651,4.862117384,79.42
81_O1,81,COC,O,70.2997005,8,2,10.51917073,-0.38793,-0.31777,0,0,0,0,0,0,0,0,0,0,0,9,3,1,6,2,0,1,0,0,0,0,0,0,8,2,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,4.333333333,3.835567397,4.340282516,8.994173343,8.525490196,8.68,4.875902994,10.45525501,0.481481481,0.426174155,0.482253613,0.999352594,0.947276688,0.964444444,0.541766999,1.161695001,2.01,0,1,0,8.142758,7.755242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2626,12.933,51.93865635,46.04186481,5.115762757,83.55
82_O1,82,C1CCOCC1,O,78.9691015,8,2,10.72200978,-0.38145,-0.28834,-0.12076,-0.05364,0,0,0,0,0,0,0,0,0,16,6,1,10,5,0,1,0,0,0,0,0,0,16,6,16,0,0,0,0,16,0,0,0,0,0,2,3,0,0,1,8,7.171259679,8.423938123,15.76984705,14.97647059,15.2,9.473011976,18.2858343,0.5,0.44820373,0.526496133,0.985615441,0.936029412,0.95,0.592063249,1.142864644,6.01,0.375,1,0,15.81993,11.76807,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1.1869,24.67,91.47015307,86.07316494,5.379572809,85.36
83_O1,83,C1CCCOCC1,O,82.6080445,8,2,10.38548492,-0.38145,-0.28835,-0.12093,-0.10696,0,0,0,0,0,0,0,0,0,19,7,1,12,6,0,1,0,0,0,0,0,0,19,7,19,0,0,0,0,19,0,0,0,0,0,2,4,0,0,1,9.333333333,8.33910582,9.965765927,18.6576839,17.70196078,17.96,11.27156647,21.70112395,0.49122807,0.438900306,0.524513996,0.981983363,0.931682147,0.945263158,0.59324034,1.142164418,7.01,0.368421053,1,0,18.823516,13.774484,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1.577,29.287,108.7661383,100.088815,5.267832369,87.78
84_O1,84,C1CCOC1,O,86.5252905,8,2,10.9392191,-0.38145,-0.28817,-0.11638,0,0,0,0,0,0,0,0,0,0,13,5,1,8,4,0,1,0,0,0,0,0,0,13,5,13,0,0,0,0,13,0,0,0,0,0,2,2,0,0,1,6.666666667,6.003413538,6.88211032,12.8820102,12.25098039,12.44,7.674457485,14.87054466,0.512820513,0.461801041,0.529393102,0.990923861,0.942383107,0.956923077,0.590342883,1.143888051,5.01,0.384615385,1,0,12.816344,9.761656,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0.7968,20.053,74.17416785,72.05751488,5.54288576,90.4
85_O1,85,CC1CCOC1,O,87.0871475,8,2,10.96243644,-0.38116,-0.28506,-0.10116,-0.07021,0,0,0,0,0,0,0,0,0,16,6,1,10,5,0,1,0,0,0,0,0,0,16,6,16,0,0,0,0,16,0,0,0,0,0,3,1,1,0,1,8,7.171259679,8.423938123,15.76984705,14.97647059,15.2,9.473011976,18.2858343,0.5,0.44820373,0.526496133,0.985615441,0.936029412,0.95,0.592063249,1.142864644,6.01,0.3125,1,0,15.81993,11.76807,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1.0428,24.6,91.47015307,86.07316494,5.379572809,92.25
86_O1,86,CC1CCCO1,O,82.101323,8,2,10.9329525,-0.37851,-0.27676,-0.19401,0,0,0,0,0,0,0,0,0,0,16,6,1,10,5,0,1,0,0,0,0,0,0,16,6,16,0,0,0,0,16,0,0,0,0,0,2,3,0,0,1,8,7.171259679,8.423938123,15.76984705,14.97647059,15.2,9.473011976,18.2858343,0.5,0.44820373,0.526496133,0.985615441,0.936029412,0.95,0.592063249,1.142864644,6.01,0.3125,1,0,15.81993,11.76807,1,1,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1.1853,24.648,91.47015307,86.07316494,5.379572809,92.83
87_O1,87,C1=CC(=CC=C1C=O)[N+](=O)[O-],O,59.044182,8,1,16.5172098,-0.2979,-0.14834,-0.02363,-0.11339,0.04633,0.45444,0.51662,0,0,0,0,6,6,16,11,4,5,7,1,3,0,0,0,0,0,0,16,11,8,2,0,6,8,11,5,0,1,5,1,0,0,0,0,0,13,12.58188327,11.25693039,16.87472688,16.55294118,16.828,11.09578743,17.95712059,0.8125,0.786367705,0.703558149,1.05467043,1.034558824,1.05175,0.693486714,1.122320037,11.04,0.375,3,0,18.529965,7.050035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.4073,38.4839,130.5570433,151.026943,9.439183939,62.32
87_O2,87,C1=CC(=CC=C1C=O)[N+](=O)[O-],O,11.160313,8,1,16.31720423,-0.25831,-0.19613,-0.18547,-0.15229,-0.10292,0.03837,0.18793,0,0,0,0,6,6,16,11,4,5,7,1,3,0,0,0,0,0,0,16,11,8,2,0,6,8,11,5,0,1,5,1,0,0,0,0,0,13,12.58188327,11.25693039,16.87472688,16.55294118,16.828,11.09578743,17.95712059,0.8125,0.786367705,0.703558149,1.05467043,1.034558824,1.05175,0.693486714,1.122320037,11.04,0.375,3,0,18.529965,7.050035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.4073,38.4839,130.5570433,151.026943,9.439183939,62.32
87_O3,87,C1=CC(=CC=C1C=O)[N+](=O)[O-],O,30.079666,8,1,16.31525417,-0.25831,-0.19613,-0.18547,-0.15229,-0.10292,0.03837,0.18793,0,0,0,0,6,6,16,11,4,5,7,1,3,0,0,0,0,0,0,16,11,8,2,0,6,8,11,5,0,1,5,1,0,0,0,0,0,13,12.58188327,11.25693039,16.87472688,16.55294118,16.828,11.09578743,17.95712059,0.8125,0.786367705,0.703558149,1.05467043,1.034558824,1.05175,0.693486714,1.122320037,11.04,0.375,3,0,18.529965,7.050035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.181818182,1.4073,38.4839,130.5570433,151.026943,9.439183939,62.32
88_O1,88,C1=CC(=CC=C1C=O)C#N,O,61.4517655,8,1,16.45159341,-0.2979,-0.14835,-0.02405,-0.12484,-0.08607,0.09333,0.19244,0,0,0,0,6,6,15,10,2,5,8,1,1,0,0,0,0,0,0,15,10,7,1,1,6,8,10,4,1,1,4,2,0,0,0,0,0,11.33333333,10.91782533,10.82733218,15.21340131,14.85490196,15.028,11.13530838,16.53834845,0.755555556,0.727855022,0.721822145,1.014226754,0.990326797,1.001866667,0.742353892,1.102556563,10.02,0.4,2,0,18.595965,6.454035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.1,1.37078,36.5445,127.6361157,131.0371138,8.735807585,65.06
88_N1,88,C1=CC(=CC=C1C=O)C#N,N,47.4683525,7,1,17.37676054,-0.19244,-0.09333,-0.0413,-0.12866,-0.10208,0.03838,0.18793,0,0,0,0,6,6,15,10,2,5,8,1,1,0,0,0,0,0,0,15,10,7,1,1,6,8,10,4,1,1,4,2,0,0,0,0,0,11.33333333,10.91782533,10.82733218,15.21340131,14.85490196,15.028,11.13530838,16.53834845,0.755555556,0.727855022,0.721822145,1.014226754,0.990326797,1.001866667,0.742353892,1.102556563,10.02,0.4,2,0,18.595965,6.454035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.1,1.37078,36.5445,127.6361157,131.0371138,8.735807585,65.06
89_O1,89,CC=O,O,56.486945,8,1,17.09219405,-0.30372,-0.18731,-0.09213,0,0,0,0,0,0,0,0,0,0,7,3,1,4,2,0,1,0,0,0,0,0,0,6,2,5,1,0,0,1,5,1,0,1,0,0,1,0,0,0,0.5,4,3.667721256,3.798454712,7.106336489,6.8,6.92,4.077348503,8.039965365,0.571428571,0.523960179,0.542636387,1.015190927,0.971428571,0.988571429,0.582478358,1.148566481,2.01,0,1,0,6.809172,4.880828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2052,11.738,49.3021974,44.02621475,6.28945925,69.57
90_O1,90,C1=CC(=CC=C1C=O)Cl,O,70.753912,8,1,16.45805493,-0.2979,-0.14835,-0.02403,-0.12449,-0.08398,0.08434,0,0,0,0,0,6,6,14,9,2,5,7,0,1,0,0,0,1,0,1,14,9,7,1,0,6,7,10,4,0,1,5,1,0,0,0,0,0,12,11.70310549,10.16022451,14.31573197,13.90196078,13.932,10.78201497,15.39923403,0.857142857,0.835936106,0.725730322,1.022552284,0.992997199,0.995142857,0.770143926,1.099945288,9.02,0.428571429,1,0,18.005965,6.394035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.111111111,2.1525,36.8395,119.8273558,140.0028925,10.0002066,73.51
91_O1,91,C1=CC=C(C=C1)C=O,O,72.534001,8,1,16.44653773,-0.2979,-0.14835,-0.02414,-0.12756,-0.12463,-0.06227,0,0,0,0,0,6,6,14,8,1,6,7,0,1,0,0,0,0,0,0,14,8,7,1,0,6,7,10,4,0,1,5,1,0,0,0,0,0,9.333333333,8.835567397,9.340282516,13.99417334,13.5254902,13.68,9.875902994,15.45525501,0.666666667,0.631111957,0.667163037,0.99958381,0.966106443,0.977142857,0.705421642,1.103946786,8.01,0.428571429,1,0,16.492758,6.887242,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.125,1.4991,31.8295,104.6162877,106.0418648,7.574418915,74.88
92_O1,92,C1=CC(=CC=C1C=O)F,O,72.576009,8,1,16.41844207,-0.2979,-0.14834,-0.02393,-0.12153,-0.04651,0.20701,0,0,0,0,0,6,6,14,9,2,5,7,0,1,0,0,1,0,0,1,14,9,7,1,0,6,7,10,4,0,1,5,1,0,0,0,0,0,10.66666667,10.33339465,9.715923265,14.50691916,14.22352941,14.44,9.810158683,15.7948869,0.761904762,0.738099618,0.693994519,1.036208511,1.015966387,1.031428571,0.70072562,1.128206207,9.02,0.428571429,1,0,16.382965,6.997035,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.6382,31.7875,110.6838467,124.032443,8.859460214,76.14
93_O1,93,CC1=CC=C(C=C1)C=O,O,77.632722,8,1,16.6257717,-0.2979,-0.14835,-0.02412,-0.12701,-0.11818,-0.04412,-0.08389,0,0,0,0,6,6,17,9,1,8,8,0,1,0,0,0,0,0,0,17,9,10,1,0,6,7,13,4,0,1,4,2,1,0,0,0,0.125,10.66666667,10.00341354,10.88211032,16.8820102,16.25098039,16.44,11.67445749,18.87054466,0.62745098,0.58843609,0.640124136,0.993059423,0.955940023,0.967058824,0.686732793,1.110032039,9.01,0.352941176,1,0,19.496344,8.893656,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0.111111111,1.80752,36.5665,121.912273,120.0575149,7.062206757,79.62
94_O1,94,COC1=CC=C(C=C1)C=O,O,30.132176,8,2,10.5582086,-0.49677,-0.30086,-0.13882,-0.10245,0.03838,0.18793,0,0,0,0,0,6,6,18,10,2,8,8,0,2,0,0,0,0,0,0,18,10,11,1,0,6,7,14,4,0,1,5,1,0,0,0,0,0.125,12,11.33544251,11.59690942,18.21267298,17.6,17.84,12.15469701,20.07993073,0.666666667,0.629746806,0.644272746,1.011815165,0.977777778,0.991111111,0.675260945,1.115551707,10.02,0.333333333,2,0,20.298344,10.629656,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.2,1.5077,38.3815,130.7024999,136.0524295,7.558468305,84.81
94_O2,94,COC1=CC=C(C=C1)C=O,O,83.9102925,8,1,16.45109819,-0.2979,-0.14834,-0.02387,-0.11992,-0.03215,0.21868,-0.27809,-0.20058,0,0,0,6,6,18,10,2,8,8,0,2,0,0,0,0,0,0,18,10,11,1,0,6,7,14,4,0,1,5,1,0,0,0,0,0.125,12,11.33544251,11.59690942,18.21267298,17.6,17.84,12.15469701,20.07993073,0.666666667,0.629746806,0.644272746,1.011815165,0.977777778,0.991111111,0.675260945,1.115551707,10.02,0.333333333,2,0,20.298344,10.629656,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0.2,1.5077,38.3815,130.7024999,136.0524295,7.558468305,84.81
